text,label
بدياه حجم كبير,X X ItemSize
فيك تعرض لي الأكل المفضل تبعي,X X X X X X
لو سمحت ازاي اغير نمرتي,X X X X X
بلكى تغيرلى رقم الهاتف الخلوى حقى للرقم 20158476520,X X X X X X X phone
اطلبلي جراند تشيكن اكسترا هالوبينو صوص,X PredefinedMealName PredefinedMealName Include Topping_Include Topping_Include
حابة استفسر عن حاجة,X X X X
عايزة اغير عنوان البيت,X X X X
اعرضلي الطعام المفضل,X X X
حل مكان الاوردر,X X X
هستلمه امتى,X X
اعرض لي قائمة الطلبات السابقة,X X X X X
الاكل ما وصلش لحد دلوقتي,X X X X X
فيني حدد عنوان بيتي,X X X X
مادري ليش تأخر الاوردر,X X X X
مرحابة,X
بدي الوجبة العائلية,X ItemName ItemName
فيك تزودني باللغة العربية,X X X Language
عايز اشوف كارت التسوق,X X X X
فيك تفرجيني وجبتي المفضلة,X X X X
فيني شوف منيو الأطباق الرئيسية,X X X MenuName MenuName
ابغى احصل على مرجريتا بيتزا,X X X ItemName MenuName
لو سمحت عايز اغير عنوان البيت لعنوان الشغل,X X X X X X X X
شحو تعديل العنوان,X X X
بسلامة,X
الغيلي وجبة الكوردن بلو,X ItemName ItemName ItemName
شو بدي اعمل الحين,X X X X
للابيب بللاايف,X X
لو سمحت ينفع اضيف رقم ارضي للتواصل,X X X X X X X
بدي خبركن بعنوان المنزل,X X X X
خليني اعدل العنوان المسجل,X X X X
راجعلي على الاوردر لو سمحت,X X X X X
ابي سجل عنوان البيت حجي,X X X X X
داير شوف الأشياء الي طلبتها يا خيي,X X X X X X X
ابغى اتحدث انقليزي,X X Language
لماذا الطلب رقم 24968 ما ايجا للحين,X X X OrderNumber X X X
فيني الغي وجبة التربل بوكس,X X ItemName ItemName ItemName
هستفسر عن حاجة,X X X
ابغى الاوردر هدي 2 بيتزا وسط مع رانش صوص,X X X itemnumber ItemName ItemSize Include Topping_Include Topping_Include
ابي غير رقم المحمول حجي,X X X X X
انا طالب من الساعه ١ واربعين دقيقه والى الان ماجا الطلب,X X X X X X X X X X X
بدياك تفرجينى الفاتوره,X X X
ارسل لي رابط قائمة تغيير البيانات,X X X X X X
كنت عايزة الغي عنوان البيت,X X X X X
ايه المشكله معى,X X X
ابي غير رقم الجوال الخاص بي,X X X X X X
راح غير البيانات حجي,X X X X
ممكن تعرضلي الطلبات المفضلة,X X X X
بدي اعرف شو الاكل يلي موجود,X X X X X X
اريد ترسلي ملخص الطلبات حقي,X X X X X
ما التالي,X X
دحين كيف غير رقم الجوال,X X X X X
شيل لي عنوان البيت ده,X X X X X
غيرت رقم الموبايل,X X X
لو سمحت لو عايزة اغير رقمي اعمل ايه,X X X X X X X X
اديش فاضل وقت على الاوردر,X X X X X
انا عندي استفسار لو سمحت,X X X X X
اذا بدك تحاسبني بليز,X X X X
فيني ارجع شوف المنيو,X X X X
عايزة اخد بيتزا خضروات حجم كبير,X X ItemName ItemName X ItemSize
اعرضلي الاوردر,X X
شكو ماكو,X X
الاختيار الثاني,X X
2 بيتزا كبيرة ب 75 وتكون ستافت كرست,itemnumber ItemName ItemSize X X Include Topping_Include Topping_Include
ممكن اغير رقم موبايلي,X X X X
ابغا اسال عن اشياء,X X X X
راح بدل رقم سليلاري اذا بتريد,X X X X X X
فيك تحذفلي هادي الوجبة العائلية,X X X ItemName ItemName
ممكن اشوف الأكل الي طلبتوا قبل كدا,X X X X X X X
عايز 3 ساندوتشات بيف برجر باضافة شيدر صوص,X itemnumber ItemName ItemName ItemName Include Topping_Include Topping_Include
يعطيك العافية بدي غير رقم الموبايل,X X X X X X
الطلب حقى ليش اتأخر ممكن اعرف,X X X X X X
شو المرحلة القادمة,X X X
عايز الغي العنوان المسجل,X X X X
فيني اتطلع عالأكل يلي طلبته من قبل,X X X X X X X
صار بدي الغي وجبة التشيكن تندر,X X X X ItemName ItemName
ايه الاكل المفضل عندى,X X X X
فيك تفرجيني المنيو مرة اخرى اذا بتريد,X X X X X X X
عايز اشيل عنوان البيت بتاعي,X X X X X
متقولى ازاى اتكلم مع الخدمه,X X X X X
ابغى بدل رقم هاتفي,X X X X
فيك تفرجيني الحساب,X X X
ما اجا للحين,X X X
عايز احاسب لو سمحت,X X X X
عايزة اشوف الكارت بتاعي,X X X X
انا بدي شوف الاوردرات السابقة,X X X X X
لوين صار الاوردر الحين,X X X X
بدي الصفحة الرئيسية,X X X
ما ابي مايونيز,Exclude Exclude Topping_Exclude
هختار الخضار مش البطاطس,Include Topping_Include Exclude Topping_Exclude
عايز اشوف منيو المشروبات بمنيو ستاربكس,X X X X X X
هاتلي الحساب,X X
منفضلك احذف عنوانى,X X X
بدياك تعرضلي اوردري المفضل,X X X X
وسط,ItemSize
اريد الاطلاع على القائمة المفضلة,X X X X X
وش سوي الخطوة الجاية,X X X X
محل سكني,X X
بدي اطلب وجبة ليتل تيستي اذا بتريد,X X ItemName ItemName ItemName X X
طلبلي صمونة وبر كبير,X ItemName ItemName ItemSize
لك شو,X X
عايزة اتكلم مع انسان,X X X X
افتح منيو المشاوي في روستو,X X X X X
صارلي زمان ناطره الأكل,X X X X
مشحال الحساب,X X
فيني انتقل للخطوة يلي بعد,X X X X X
اريد اطلع على الاوردر مالي,X X X X X
وجبة,X
حجم صغير,X ItemSize
اريد ان انتهي من عملية الشراء من فضلك,X X X X X X X X
بدياك تبدل لى اللغه الاى الانكليزيه,X X X X X Language
محل اقامتي,X X
ياليت تزودني بالمنيو,X X X
ممكن اعرف باقي وقت قد ايه على الاوردر,X X X X X X X X
بلكي احذف وجبة الدويتو بليز,X X ItemName ItemName X
شلونك ان شالله زين,X X X X
الاوردر قرب يوصل,X X X
كده الفاتورة عملت كام,X X X X
و بعد كدا,X X X
عايزة اغير اللغة لو سمحت,X X X X X
كيف بقد اتواصل مع شخص من الخدمه,X X X X X X X
3 وجبة هابي ميل تشيكن,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName X
ضيف طبق سبرنج رولز,X X ItemName ItemName
فيك تعرضلي قائمة الطعام,X X X X
عايز اشوف الاوردر من الاول,X X X X X
ابا اسألك عا شي,X X X X
التاسع,X
بغيت اعرف وين المشكله,X X X X
صباح الفل,X X
ارغب في التحدث بالعربية,X X X Language
اقدر اغير رقم تليفوني,X X X X
عايز احدد اللغة الاسبانية,X X X Language
من فضلك عايز حجم وسط,X X X X ItemSize
ابغا اتنين جلابينو ساندوتش كبير,X itemnumber ItemName ItemName ItemSize
بدي شوف الطلبات السابقة قبل,X X X X X
خنشوف الكارت,X X
فيني اخذ الفاتورة حقي,X X X X
عايز اشوف الكارت,X X X
هستلم الاوردر بعد قد ايه من فضلك,X X X X X X X
اعرض لي قائمة تغيير البيانات,X X X X X
الأكل هيخلص في قد ايه,X X X X X
ابغى الحساب يا اخي,X X X X
تابعلي الاوردر,X X
اعرض لي منيو الشوربة لو سمحت,X X X MenuName X X
من فضلك بلغني ب معاد الاوردر بالظبط,X X X X X X X
عايز ارجع لقائمة تحديث البيانات,X X X X X
ابغا الجاردن سالاد من فضلك,X ItemName ItemName X X
سوف اقوم بتغيير العنوان,X X X X
اذهب للقايمة الرئيسية,X X X
امتى راح يوصل الاوردر,X X X X
هلا شخبارك,X X
دلوقتي ازاي اضيف رقم جديد,X X X X X
اعرض لي المنيو الاساسي من فضلك,X X X X X X
الاوردر برقم 401020 موصلش ليه ممكن اتتبعه,X X OrderNumber X X X X
خليني اتابع الطلبات وصلت لحد فين,X X X X X X
ابعتلي منيو مطعم الحرمين ف 6 اكتوبر,X X X X X X X
راح ادخل رقم موبايلي الجديد,X X X X X
ابغى شوف الاوردرات المسجلة,X X X X
من فضلك شوفلي الطلبات,X X X X
بغيت استفسر عن اشيا,X X X X
ايه الي بعد الخطوة دي,X X X X X
لو سمحت انتقل لقائمة الطعام المفضلة لدي,X X X X X X X
اقدر اتابع الطلبات,X X X
راح فرجيكم عنوان منزلي,X X X X
ابعتلي رابط القائمة الرئيسية,X X X X
يثقبتىيتثاا,X
محتاجة اشوف الاوردر تاني,X X X X
الحجم الكبير من فضلك,X ItemSize X X
لك هيدا عنواني يا زلمة,X X X X X
3 وجبات تربل بوكس و زود اونيون رينجز,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName X Include Topping_Include Topping_Include
1 برجر ساندوتش,itemnumber ItemName ItemName
عايز ابدل رقم تليفوني,X X X X
داير غير رقم التليفون,X X X X
اعرضلي الاوردر من الأول,X X X X
غيرت نمرة تليفوني,X X X
اقدر اشوف منيو البيتزا,X X X MenuName
فيني راجع عالأشيا يلي طلبتها,X X X X X
من فضلك عايز اغير رقم تليفوني,X X X X X X
ابي شوف الاوردرات يلي طلبتها من جبل,X X X X X X X
خليني الغي عنوان البيت تبعي,X X X X X
كان بدي اضيف عنوان,X X X X
عايزة حجمها وسط,X X ItemSize
حابب اسألك عا شي,X X X X
فيني انتقل للخطوة يلي بعد هيك,X X X X X X
بدي حاسب عالاوردر الحين,X X X X
عايز اسجل عنواني عندكوا,X X X X
عايز اغير مكان السكن اذا بتريد,X X X X X X
ضيفلي الجراند تشيكن,X PredefinedMealName PredefinedMealName
ابغى ضيف وجبة التوفير,X X ItemName ItemName
باقي قد ايه على الأكل,X X X X X
عايز اشوف قائمة الطعام,X X X X
عايز اشوف طلباتي الي طلبتها قبل كدا,X X X X X X X
الاوردر رقم 8776 عايز اعرفه مكانه حاليا فين,X X OrderNumber X X X X X
ابعتلي الطلبات الي طلبتها قبل كدا,X X X X X X
فيني استفسر بشي,X X X
ابغى اسوي اوردر,X X X
ممكن ارجع لقائمة تغيير البيانات,X X X X X
ابغى ابدل رقم جوالى بالرقم الجديد حقى 84093404,X X X X X X X phone
ممكن اشوف الاوردر السابق برقم 645,X X X X X OrderNumber
ممكن اغير رقم التليفون,X X X X
ممكن تورينى منيو ابو شقره فى الاسكندريه,X X X X X X X
الاوردر بياخد وقت قد ايه,X X X X X
ممكن اعدل عنواني,X X X
بعد اذنك عايزاهم كبار,X X X ItemSize
كنت عايزة امسح عنوان البيت,X X X X X
بلكى تغيرلى رقم الفون للرقم تبعى للرقم 2015032508,X X X X X X X phone
ممكن توديني لقائمة تغيير البيانات,X X X X X
ايش بدي سوي,X X X
ابغا اشوف حسابك منفضلك,X X X X
ممكن تفتح لي قائمة الطعام,X X X X X
